patient,QSTEPS_PER_MASKED_COL,orig_to_masked,orig_to_restored,restored_masked_dist_ratio
420,100,0.0026697381218615426,0.00011169589083831832,0.041837770500289945
421,100,0.002799442614525032,0.00015893774093840598,0.05677478084878414
422,100,0.0029497776029082418,0.00016827460792101016,0.05704654064601515
423,100,0.002728357749379152,0.00013678920272251283,0.05013609478215961
424,100,0.0027003919931397383,0.00011368774537949479,0.04210046010664932
425,100,0.0029880472015493737,0.00037717762405599744,0.12622880383563614
426,100,0.0023849670198540897,0.00013473124153981866,0.056491867777719376
427,100,0.0030163681893356363,6.679580727566106e-05,0.022144447588267738
428,100,0.0028314064553336357,0.0002151844397864102,0.07599913441641644
429,100,0.0028448959938349176,0.00011971324979725647,0.04208000927158082
430,100,0.0026425272528823743,5.978000895649603e-05,0.02262228663537533
431,100,0.002989487801060787,0.0001578834889324551,0.05281288951118378
432,100,0.003088525628308494,0.00012201705848777083,0.03950657147520464
433,100,0.0027894393242986577,0.00014248596612323719,0.05108050384249247
434,100,0.002527682708091534,0.00011164190454833754,0.04416768931913534
435,100,0.0031557844297381943,0.00012082162472958099,0.038285766160397854
436,100,0.0027700094648801282,0.00022108431481113956,0.0798135593448981
437,100,0.002540169337745344,0.00010441689180570392,0.041106272032393094
438,100,0.00038029700323295246,4.958416827102169e-06,0.01303827478247277
439,100,0.0025183889902406754,0.0001025492594565954,0.040720182566711054
440,100,0.002008068811261707,0.00013445160518219996,0.06695567623388439
441,100,0.002828798092326239,0.00016196767802590867,0.05725671212282099
442,100,0.003495013400735331,0.000309542183288298,0.08856680870613316
443,100,0.0026647447780657604,0.0001613969280295737,0.0605674995061725
444,100,0.0021193467591254225,5.222035941467099e-05,0.024639837341304375
445,100,0.0025576476474675337,0.00015855876666493428,0.06199398373811653
446,100,0.0014668958668051185,3.060580250654758e-05,0.020864332090052614
447,100,0.0006138750453271412,8.852570698875431e-06,0.014420802354260537
448,100,0.0031980590086111114,0.0003309013738534019,0.10346943973279261
449,100,0.002656434538912504,0.0002293231621892548,0.08632742829911236
450,100,0.0026242039557115484,0.00011172616798048328,0.042575260866181006
451,100,0.00236671022572097,0.00012596137248619267,0.053222135569140544
452,100,0.0030571970175564227,0.00020324860507818163,0.06648201078013466
453,100,0.002768824727602712,0.00020652380377672515,0.074588976946741
454,100,0.0032953392401577465,0.0002306414327280513,0.06999019400412644
455,100,0.0027548213419853725,0.00024449276995075996,0.0887508624332627
456,100,0.002626918872780261,0.00015810286227590966,0.060185666148333615
457,100,0.0025471310212929863,6.757865152196844e-05,0.026531282041260623
458,100,0.0030328265579761425,0.00016767641425777466,0.05528717552831904
459,100,0.002891057768541685,0.0002173706472247701,0.07518723755368499
460,100,0.003446993819420501,0.00023370449954357222,0.06779951220883303
461,100,0.0036235197603278293,0.00015105206640479918,0.04168655793148845
462,100,0.000477272877899544,9.41127589231713e-06,0.019718857551126144
463,100,0.0027251340195342346,0.00016312338857906524,0.05985885002710634
464,100,0.0027183470162383504,0.00031473229660865487,0.11578076482824534
465,100,0.0026024186577698256,0.00011395633619146752,0.0437886255738436
466,100,0.00268049643885961,9.20390823311927e-05,0.034336580715753455
467,100,0.002851974929206665,0.0002612488543045349,0.09160278781875779
468,100,0.002606032232012473,0.00016484847541811,0.06325649905366214
469,100,0.002539007216795262,0.00010781951221852094,0.04246522479546586
470,100,0.003373749593613491,0.00031390412988025027,0.09304310268742852
471,100,0.0031267542785715953,0.00015192196622463298,0.04858775352632953
472,100,0.002929867208262943,0.00023636234592562893,0.08067339886907818
473,100,0.002330665541491254,9.990254772514038e-05,0.04286438613633885
474,100,0.002589006735792991,0.00011477224374138368,0.04433060839690319
475,100,0.003554483435188148,0.00025231865189350653,0.07098602553486107
476,100,0.0014926974618561467,2.531332248504684e-05,0.016958106469592376
477,100,0.0007729961569500865,1.177605787207027e-05,0.01523430325777243
478,100,0.00226246842784227,0.00018014915446961876,0.07962504680846667
479,100,0.0027379970887714345,0.00016792343084103123,0.06133075580309696
480,100,0.0030530935932384065,0.000557831625739591,0.18271029324977253
481,100,0.00067084050821616,1.9767001579895386e-05,0.029466022605668305
482,100,0.0005268412442899633,1.900535669227133e-05,0.036074162564636164
483,100,0.0026330808256773046,0.00023028403571478647,0.08745802007636842
484,100,0.003004176151341634,0.00012029228850770904,0.040041689450862505
485,100,0.0030131210848094226,0.00013358344438096014,0.04433391178815145
486,100,0.0025414996090659596,0.00010255527430032822,0.040352268375134184
487,100,0.0028505645904660665,0.00015019935030062125,0.05269108821563791
488,100,0.0028237646863467558,0.00018859014447808933,0.06678677773326705
489,100,0.0027574855076476536,0.00010512437444149682,0.0381232735947091
490,100,0.002667048815989807,0.00012166857486617868,0.045619178073058445
491,100,0.0026598785191623234,0.00014521061190907964,0.05459294883693067
492,100,0.0027257320788482784,0.00010683026167395562,0.039193236379672106
493,100,0.0024629437115506097,0.00011361167113803009,0.046128407484596116
494,100,0.0005002348420585322,2.367494706035053e-05,0.04732766506812082
495,100,0.0029402827974386097,6.152394638094307e-05,0.020924499655114427
496,100,0.00286844541485748,0.00014308912837606417,0.049883859610824643
497,100,0.002537280464892048,0.00018171215753078355,0.07161689850416862
498,100,0.0026743863497367374,0.00012039733216722693,0.04501867584654651
499,100,0.0031428855550048353,0.0002441733372700928,0.0776908140613848
